"STATION","NAME","DATE","TMAX","TMIN"
"US1PACLM007","ESPY 0.8 S, PA US","2018-02-07",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-02-08",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-02-11",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-02-12",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-02-14",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-02-15",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-02-16",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-02-17",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-02-18",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-02-20",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-02-21",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-02-23",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-02-24",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-02-25",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-02-26",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-03-01",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-03-02",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-03-07",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-03-08",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-03-09",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-03-13",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-03-16",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-03-22",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-03-28",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-03-29",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-03-30",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-04-01",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-04-02",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-04-04",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-04-16",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-04-17",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-04-19",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-04-20",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-04-25",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-04-26",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-04-27",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-04-28",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-04-29",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-05-04",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-05-05",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-05-06",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-05-07",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-05-11",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-05-12",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-05-13",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-05-14",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-05-15",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-05-16",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-05-17",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-05-18",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-05-19",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-05-20",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-05-21",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-05-22",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-05-23",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-05-27",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-05-28",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-05-31",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-06-04",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-06-11",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-06-13",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-06-14",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-06-19",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-06-21",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-06-23",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-06-24",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-06-27",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-06-28",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-06-29",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-07-05",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-07-16",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-07-18",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-07-22",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-07-24",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-07-25",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-07-26",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-07-27",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-07-31",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-08-01",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-08-02",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-08-03",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-08-04",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-08-08",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-08-09",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-08-11",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-08-12",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-08-13",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-08-14",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-08-15",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-08-17",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-08-18",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-08-19",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-08-20",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-08-22",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-08-23",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-08-31",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-09-01",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-09-04",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-09-07",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-09-09",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-09-10",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-09-11",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-09-12",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-09-13",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-09-14",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-09-18",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-09-19",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-09-22",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-09-24",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-09-25",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-09-26",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-09-27",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-09-28",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-09-29",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-10-03",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-10-04",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-10-05",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-10-07",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-10-08",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-10-11",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-10-12",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-10-13",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-10-20",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-10-21",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-10-22",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-10-24",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-10-25",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-10-27",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-10-28",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-10-29",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-10-30",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-10-31",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-11-01",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-11-02",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-11-03",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-11-04",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-11-05",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-11-06",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-11-07",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-11-15",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-11-16",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-11-20",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-11-21",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-11-25",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-11-26",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-11-27",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-11-28",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-12-02",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-12-03",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-12-06",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-12-14",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-12-15",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-12-16",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-12-17",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-12-21",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-12-22",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-12-23",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-12-24",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-12-28",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-12-29",,
"US1PACLM007","ESPY 0.8 S, PA US","2018-12-30",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-01-01",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-01-02",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-01-03",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-01-05",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-01-06",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-01-07",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-01-08",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-01-09",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-01-10",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-01-18",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-01-19",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-01-20",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-01-21",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-01-24",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-01-25",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-01-28",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-01-29",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-01-30",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-01-31",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-02-02",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-02-05",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-02-07",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-02-08",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-02-09",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-02-11",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-02-12",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-02-13",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-02-18",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-04-05",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-04-06",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-04-08",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-04-13",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-04-15",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-04-17",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-04-20",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-04-21",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-04-24",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-04-26",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-04-27",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-04-29",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-04-30",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-05-02",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-05-04",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-05-05",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-05-06",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-05-07",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-05-08",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-05-11",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-05-12",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-05-13",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-05-14",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-05-16",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-05-17",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-05-18",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-05-20",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-05-23",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-05-24",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-05-26",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-05-27",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-05-28",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-05-29",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-05-30",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-05-31",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-06-02",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-06-03",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-06-05",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-06-06",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-06-11",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-06-13",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-06-14",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-06-16",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-06-17",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-06-18",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-06-19",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-06-20",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-06-21",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-06-22",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-06-25",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-06-30",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-07-03",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-07-04",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-07-05",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-07-07",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-07-08",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-07-09",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-07-17",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-07-18",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-07-22",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-07-23",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-07-24",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-07-31",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-08-01",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-08-02",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-08-03",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-08-07",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-08-08",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-08-09",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-08-13",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-08-16",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-08-17",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-08-19",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-08-21",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-08-22",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-08-23",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-08-28",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-08-29",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-09-03",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-09-12",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-09-13",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-09-15",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-09-24",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-09-29",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-10-01",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-10-03",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-10-04",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-10-08",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-10-09",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-10-21",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-10-23",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-10-27",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-10-28",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-10-31",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-11-01",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-11-08",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-11-12",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-11-24",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-11-25",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-12-01",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-12-04",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-12-10",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-12-11",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-12-14",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-12-16",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-12-19",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-12-28",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-12-29",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-12-30",,
"US1PACLM007","ESPY 0.8 S, PA US","2019-12-31",,
"US1PACLM007","ESPY 0.8 S, PA US","2020-01-03",,
"US1PACLM007","ESPY 0.8 S, PA US","2020-01-04",,
"US1PACLM007","ESPY 0.8 S, PA US","2020-01-08",,
"US1PACLM007","ESPY 0.8 S, PA US","2020-01-12",,
"US1PACLM007","ESPY 0.8 S, PA US","2020-01-13",,
"US1PACLM007","ESPY 0.8 S, PA US","2020-01-15",,
"US1PACLM007","ESPY 0.8 S, PA US","2020-01-17",,
"US1PACLM007","ESPY 0.8 S, PA US","2020-01-19",,
"US1PACLM007","ESPY 0.8 S, PA US","2020-01-25",,
"US1PACLM007","ESPY 0.8 S, PA US","2020-01-26",,
"US1PACLM007","ESPY 0.8 S, PA US","2020-01-27",,
"US1PACLM007","ESPY 0.8 S, PA US","2020-02-02",,
"US1PACLM007","ESPY 0.8 S, PA US","2020-02-05",,
"US1PACLM007","ESPY 0.8 S, PA US","2020-02-06",,
"US1PACLM007","ESPY 0.8 S, PA US","2020-02-07",,
"US1PACLM007","ESPY 0.8 S, PA US","2020-02-08",,
"US1PACLM007","ESPY 0.8 S, PA US","2020-02-09",,
"US1PACLM007","ESPY 0.8 S, PA US","2020-02-11",,
"US1PACLM007","ESPY 0.8 S, PA US","2020-02-12",,
"US1PACLM007","ESPY 0.8 S, PA US","2020-02-13",,
"US1PACLM007","ESPY 0.8 S, PA US","2020-02-14",,
"US1PACLM007","ESPY 0.8 S, PA US","2020-02-19",,
"US1PACLM007","ESPY 0.8 S, PA US","2020-02-26",,
"US1PACLM007","ESPY 0.8 S, PA US","2020-02-27",,
"US1PACLM007","ESPY 0.8 S, PA US","2020-03-19",,
"US1PACLM007","ESPY 0.8 S, PA US","2020-03-20",,
"US1PACLM007","ESPY 0.8 S, PA US","2020-03-21",,
"US1PACLM007","ESPY 0.8 S, PA US","2020-03-23",,
"US1PACLM007","ESPY 0.8 S, PA US","2020-03-24",,
"US1PACLM007","ESPY 0.8 S, PA US","2020-03-26",,
"US1PACLM007","ESPY 0.8 S, PA US","2020-03-27",,
"US1PACLM007","ESPY 0.8 S, PA US","2020-03-28",,
"US1PACLM007","ESPY 0.8 S, PA US","2020-03-29",,
"US1PACLM007","ESPY 0.8 S, PA US","2020-03-30",,
"US1PACLM007","ESPY 0.8 S, PA US","2020-03-31",,
"US1PACLM007","ESPY 0.8 S, PA US","2020-04-01",,
"US1PACLM007","ESPY 0.8 S, PA US","2020-04-04",,
"US1PACLM007","ESPY 0.8 S, PA US","2020-04-06",,
"US1PACLM007","ESPY 0.8 S, PA US","2020-04-08",,
"US1PACLM007","ESPY 0.8 S, PA US","2020-04-10",,
"US1PACLM007","ESPY 0.8 S, PA US","2020-04-13",,
"US1PACLM007","ESPY 0.8 S, PA US","2020-04-14",,
"US1PACLM007","ESPY 0.8 S, PA US","2020-04-15",,
"US1PACLM007","ESPY 0.8 S, PA US","2020-04-17",,
"US1PACLM007","ESPY 0.8 S, PA US","2020-04-18",,
"US1PACLM007","ESPY 0.8 S, PA US","2020-04-19",,
"US1PACLM007","ESPY 0.8 S, PA US","2020-04-24",,
"US1PACLM007","ESPY 0.8 S, PA US","2020-04-25",,
"US1PACLM007","ESPY 0.8 S, PA US","2020-04-26",,
"US1PACLM007","ESPY 0.8 S, PA US","2020-04-27",,
"US1PACLM007","ESPY 0.8 S, PA US","2020-04-28",,
"US1PACLM007","ESPY 0.8 S, PA US","2020-04-30",,
"US1PACLM007","ESPY 0.8 S, PA US","2020-05-01",,
"US1PACLM007","ESPY 0.8 S, PA US","2020-05-02",,
"US1PACLM007","ESPY 0.8 S, PA US","2020-05-03",,
"US1PACLM007","ESPY 0.8 S, PA US","2020-05-07",,
"US1PACLM007","ESPY 0.8 S, PA US","2020-05-09",,
"US1PACLM007","ESPY 0.8 S, PA US","2020-05-12",,
"US1PACLM007","ESPY 0.8 S, PA US","2020-05-15",,
"US1PACLM007","ESPY 0.8 S, PA US","2020-05-16",,
"US1PACLM007","ESPY 0.8 S, PA US","2020-05-23",,
"US1PACLM007","ESPY 0.8 S, PA US","2020-05-27",,
"US1PACLM007","ESPY 0.8 S, PA US","2020-05-30",,
"US1PACLM007","ESPY 0.8 S, PA US","2020-06-03",,
"US1PACLM007","ESPY 0.8 S, PA US","2020-06-05",,
"US1PACLM007","ESPY 0.8 S, PA US","2020-06-11",,
"US1PACLM007","ESPY 0.8 S, PA US","2020-06-19",,
"US1PACLM007","ESPY 0.8 S, PA US","2020-06-24",,
"US1PACLM007","ESPY 0.8 S, PA US","2020-06-27",,
"US1PACLM007","ESPY 0.8 S, PA US","2020-06-28",,
"US1PACLM007","ESPY 0.8 S, PA US","2020-07-04",,
"US1PACLM007","ESPY 0.8 S, PA US","2020-07-09",,
"US1PACLM007","ESPY 0.8 S, PA US","2020-07-11",,
"US1PACLM007","ESPY 0.8 S, PA US","2020-07-20",,
"US1PACLM007","ESPY 0.8 S, PA US","2020-07-24",,
"US1PACLM007","ESPY 0.8 S, PA US","2020-07-28",,
"US1PACLM007","ESPY 0.8 S, PA US","2020-07-31",,
"US1PACLM007","ESPY 0.8 S, PA US","2020-08-02",,
