"STATION","NAME","DATE","TMAX","TMIN"
"USC00365817","MILLVILLE 2 SW, PA US","1968-05-26","70","37"
"USC00365817","MILLVILLE 2 SW, PA US","1968-05-27","74","42"
"USC00365817","MILLVILLE 2 SW, PA US","1968-05-28","60","44"
"USC00365817","MILLVILLE 2 SW, PA US","1968-05-29","55","45"
"USC00365817","MILLVILLE 2 SW, PA US","1968-05-30","68","50"
"USC00365817","MILLVILLE 2 SW, PA US","1968-05-31","70","49"
"USC00365817","MILLVILLE 2 SW, PA US","1968-06-01","63","49"
"USC00365817","MILLVILLE 2 SW, PA US","1968-06-02","71","53"
"USC00365817","MILLVILLE 2 SW, PA US","1968-06-03","73","51"
"USC00365817","MILLVILLE 2 SW, PA US","1968-06-04","67","48"
"USC00365817","MILLVILLE 2 SW, PA US","1968-06-05","74","47"
"USC00365817","MILLVILLE 2 SW, PA US","1968-06-06","80","48"
"USC00365817","MILLVILLE 2 SW, PA US","1968-06-07","87","57"
"USC00365817","MILLVILLE 2 SW, PA US","1968-06-08","87","59"
"USC00365817","MILLVILLE 2 SW, PA US","1968-06-09","86","62"
"USC00365817","MILLVILLE 2 SW, PA US","1968-06-10","85","61"
"USC00365817","MILLVILLE 2 SW, PA US","1968-06-11","85","60"
"USC00365817","MILLVILLE 2 SW, PA US","1968-06-12","75","60"
"USC00365817","MILLVILLE 2 SW, PA US","1968-06-13","80","60"
"USC00365817","MILLVILLE 2 SW, PA US","1968-06-14","65","48"
"USC00365817","MILLVILLE 2 SW, PA US","1968-06-15","74","50"
"USC00365817","MILLVILLE 2 SW, PA US","1968-06-16","82","53"
"USC00365817","MILLVILLE 2 SW, PA US","1968-06-17","69","51"
"USC00365817","MILLVILLE 2 SW, PA US","1968-06-18","63","43"
"USC00365817","MILLVILLE 2 SW, PA US","1968-06-19","73","47"
"USC00365817","MILLVILLE 2 SW, PA US","1968-06-20","70","50"
"USC00365817","MILLVILLE 2 SW, PA US","1968-06-21","67","41"
"USC00365817","MILLVILLE 2 SW, PA US","1968-06-22","68","45"
"USC00365817","MILLVILLE 2 SW, PA US","1968-06-23","82","55"
"USC00365817","MILLVILLE 2 SW, PA US","1968-06-24","82","53"
"USC00365817","MILLVILLE 2 SW, PA US","1968-06-25","81","58"
"USC00365817","MILLVILLE 2 SW, PA US","1968-06-26","82","65"
"USC00365817","MILLVILLE 2 SW, PA US","1968-06-27","72","57"
"USC00365817","MILLVILLE 2 SW, PA US","1968-06-28","60","53"
"USC00365817","MILLVILLE 2 SW, PA US","1968-06-29","70","54"
"USC00365817","MILLVILLE 2 SW, PA US","1968-06-30","79","54"
"USC00365817","MILLVILLE 2 SW, PA US","1968-07-01","90","65"
"USC00365817","MILLVILLE 2 SW, PA US","1968-07-02","91","65"
"USC00365817","MILLVILLE 2 SW, PA US","1968-07-03","85","62"
"USC00365817","MILLVILLE 2 SW, PA US","1968-07-04","80","51"
"USC00365817","MILLVILLE 2 SW, PA US","1968-07-05","74","47"
"USC00365817","MILLVILLE 2 SW, PA US","1968-07-06","78","48"
"USC00365817","MILLVILLE 2 SW, PA US","1968-07-07","78","45"
"USC00365817","MILLVILLE 2 SW, PA US","1968-07-08","78","53"
"USC00365817","MILLVILLE 2 SW, PA US","1968-07-09","85","55"
"USC00365817","MILLVILLE 2 SW, PA US","1968-07-10","83","58"
"USC00365817","MILLVILLE 2 SW, PA US","1968-07-11","86","60"
"USC00365817","MILLVILLE 2 SW, PA US","1968-07-12","77","62"
"USC00365817","MILLVILLE 2 SW, PA US","1968-07-13","83","61"
"USC00365817","MILLVILLE 2 SW, PA US","1968-07-14","88","63"
"USC00365817","MILLVILLE 2 SW, PA US","1968-07-15","87","63"
"USC00365817","MILLVILLE 2 SW, PA US","1968-07-16","87","67"
"USC00365817","MILLVILLE 2 SW, PA US","1968-07-17","92","68"
"USC00365817","MILLVILLE 2 SW, PA US","1968-07-18","91","67"
"USC00365817","MILLVILLE 2 SW, PA US","1968-07-19","91","67"
"USC00365817","MILLVILLE 2 SW, PA US","1968-07-20","87","60"
"USC00365817","MILLVILLE 2 SW, PA US","1968-07-21","81","53"
"USC00365817","MILLVILLE 2 SW, PA US","1968-07-22","85","55"
"USC00365817","MILLVILLE 2 SW, PA US","1968-07-23","88","58"
"USC00365817","MILLVILLE 2 SW, PA US","1968-07-24","88","61"
"USC00365817","MILLVILLE 2 SW, PA US","1968-07-25","74","64"
"USC00365817","MILLVILLE 2 SW, PA US","1968-07-26","82","56"
"USC00365817","MILLVILLE 2 SW, PA US","1968-07-27","84","56"
"USC00365817","MILLVILLE 2 SW, PA US","1968-07-28","80","58"
"USC00365817","MILLVILLE 2 SW, PA US","1968-07-29","83","51"
"USC00365817","MILLVILLE 2 SW, PA US","1968-07-30","75","45"
"USC00365817","MILLVILLE 2 SW, PA US","1968-07-31","80","50"
"USC00365817","MILLVILLE 2 SW, PA US","1968-08-01","83","63"
"USC00365817","MILLVILLE 2 SW, PA US","1968-08-02","77","59"
"USC00365817","MILLVILLE 2 SW, PA US","1968-08-03","82","60"
"USC00365817","MILLVILLE 2 SW, PA US","1968-08-04","87","63"
"USC00365817","MILLVILLE 2 SW, PA US","1968-08-05","83","59"
"USC00365817","MILLVILLE 2 SW, PA US","1968-08-06","89","61"
"USC00365817","MILLVILLE 2 SW, PA US","1968-08-07","87","68"
"USC00365817","MILLVILLE 2 SW, PA US","1968-08-08","88","65"
"USC00365817","MILLVILLE 2 SW, PA US","1968-08-09","87","65"
"USC00365817","MILLVILLE 2 SW, PA US","1968-08-10","89","65"
"USC00365817","MILLVILLE 2 SW, PA US","1968-08-11","82","51"
"USC00365817","MILLVILLE 2 SW, PA US","1968-08-12","73","46"
"USC00365817","MILLVILLE 2 SW, PA US","1968-08-13","77","47"
"USC00365817","MILLVILLE 2 SW, PA US","1968-08-14","80","48"
"USC00365817","MILLVILLE 2 SW, PA US","1968-08-15","86","54"
"USC00365817","MILLVILLE 2 SW, PA US","1968-08-16","83","52"
"USC00365817","MILLVILLE 2 SW, PA US","1968-08-17","78","53"
"USC00365817","MILLVILLE 2 SW, PA US","1968-08-18","90","64"
"USC00365817","MILLVILLE 2 SW, PA US","1968-08-19","83","63"
"USC00365817","MILLVILLE 2 SW, PA US","1968-08-20","75","65"
"USC00365817","MILLVILLE 2 SW, PA US","1968-08-21","87","65"
"USC00365817","MILLVILLE 2 SW, PA US","1968-08-22","90","51"
"USC00365817","MILLVILLE 2 SW, PA US","1968-08-23","93","60"
"USC00365817","MILLVILLE 2 SW, PA US","1968-08-24","91","67"
"USC00365817","MILLVILLE 2 SW, PA US","1968-08-25","90","68"
"USC00365817","MILLVILLE 2 SW, PA US","1968-08-26","90","57"
"USC00365817","MILLVILLE 2 SW, PA US","1968-08-27","71","48"
"USC00365817","MILLVILLE 2 SW, PA US","1968-08-28","72","41"
"USC00365817","MILLVILLE 2 SW, PA US","1968-08-29","76","42"
"USC00365817","MILLVILLE 2 SW, PA US","1968-08-30","76","43"
"USC00365817","MILLVILLE 2 SW, PA US","1968-08-31","78","43"
"USC00365817","MILLVILLE 2 SW, PA US","1968-09-01","78","45"
"USC00365817","MILLVILLE 2 SW, PA US","1968-09-02","72","48"
"USC00365817","MILLVILLE 2 SW, PA US","1968-09-03","73","50"
"USC00365817","MILLVILLE 2 SW, PA US","1968-09-04","80","48"
"USC00365817","MILLVILLE 2 SW, PA US","1968-09-05","86","52"
"USC00365817","MILLVILLE 2 SW, PA US","1968-09-06","75","58"
"USC00365817","MILLVILLE 2 SW, PA US","1968-09-07","79","48"
"USC00365817","MILLVILLE 2 SW, PA US","1968-09-08","78","48"
"USC00365817","MILLVILLE 2 SW, PA US","1968-09-09","79","50"
"USC00365817","MILLVILLE 2 SW, PA US","1968-09-10","76","53"
"USC00365817","MILLVILLE 2 SW, PA US","1968-09-11","66","58"
"USC00365817","MILLVILLE 2 SW, PA US","1968-09-12","72","56"
"USC00365817","MILLVILLE 2 SW, PA US","1968-09-13","69","45"
"USC00365817","MILLVILLE 2 SW, PA US","1968-09-14","78","45"
"USC00365817","MILLVILLE 2 SW, PA US","1968-09-15","80","48"
"USC00365817","MILLVILLE 2 SW, PA US","1968-09-16","78","48"
"USC00365817","MILLVILLE 2 SW, PA US","1968-09-17","80","50"
"USC00365817","MILLVILLE 2 SW, PA US","1968-09-18","80","50"
"USC00365817","MILLVILLE 2 SW, PA US","1968-09-19","77","47"
"USC00365817","MILLVILLE 2 SW, PA US","1968-09-20","80","44"
"USC00365817","MILLVILLE 2 SW, PA US","1968-09-21","81","45"
"USC00365817","MILLVILLE 2 SW, PA US","1968-09-22","81","49"
"USC00365817","MILLVILLE 2 SW, PA US","1968-09-23","82","52"
"USC00365817","MILLVILLE 2 SW, PA US","1968-09-24","78","57"
"USC00365817","MILLVILLE 2 SW, PA US","1968-09-25","83","57"
"USC00365817","MILLVILLE 2 SW, PA US","1968-09-26","82","57"
"USC00365817","MILLVILLE 2 SW, PA US","1968-09-27","72","43"
"USC00365817","MILLVILLE 2 SW, PA US","1968-09-28","72","43"
"USC00365817","MILLVILLE 2 SW, PA US","1968-09-29","70","41"
"USC00365817","MILLVILLE 2 SW, PA US","1968-09-30","63","42"
"USC00365817","MILLVILLE 2 SW, PA US","1968-10-01","71","41"
"USC00365817","MILLVILLE 2 SW, PA US","1968-10-02","78","44"
"USC00365817","MILLVILLE 2 SW, PA US","1968-10-03","81","51"
"USC00365817","MILLVILLE 2 SW, PA US","1968-10-04","70","41"
"USC00365817","MILLVILLE 2 SW, PA US","1968-10-05","55","32"
"USC00365817","MILLVILLE 2 SW, PA US","1968-10-06","55","28"
"USC00365817","MILLVILLE 2 SW, PA US","1968-10-07","59","29"
"USC00365817","MILLVILLE 2 SW, PA US","1968-10-08","60","45"
"USC00365817","MILLVILLE 2 SW, PA US","1968-10-09","64","43"
"USC00365817","MILLVILLE 2 SW, PA US","1968-10-10","66","43"
"USC00365817","MILLVILLE 2 SW, PA US","1968-10-11","55","42"
"USC00365817","MILLVILLE 2 SW, PA US","1968-10-12","62","45"
"USC00365817","MILLVILLE 2 SW, PA US","1968-10-13","67","51"
"USC00365817","MILLVILLE 2 SW, PA US","1968-10-14","73","44"
"USC00365817","MILLVILLE 2 SW, PA US","1968-10-15","66","45"
"USC00365817","MILLVILLE 2 SW, PA US","1968-10-16","68","49"
"USC00365817","MILLVILLE 2 SW, PA US","1968-10-17","74","47"
"USC00365817","MILLVILLE 2 SW, PA US","1968-10-18","76","49"
"USC00365817","MILLVILLE 2 SW, PA US","1968-10-19","73","55"
"USC00365817","MILLVILLE 2 SW, PA US","1968-10-20","66","42"
"USC00365817","MILLVILLE 2 SW, PA US","1968-10-21","66","41"
"USC00365817","MILLVILLE 2 SW, PA US","1968-10-22","61","34"
"USC00365817","MILLVILLE 2 SW, PA US","1968-10-23","67","34"
"USC00365817","MILLVILLE 2 SW, PA US","1968-10-24","67","35"
"USC00365817","MILLVILLE 2 SW, PA US","1968-10-25","48","39"
"USC00365817","MILLVILLE 2 SW, PA US","1968-10-26","54","41"
"USC00365817","MILLVILLE 2 SW, PA US","1968-10-27","49","32"
"USC00365817","MILLVILLE 2 SW, PA US","1968-10-28","59","34"
"USC00365817","MILLVILLE 2 SW, PA US","1968-10-29","58","36"
"USC00365817","MILLVILLE 2 SW, PA US","1968-10-30","48","27"
"USC00365817","MILLVILLE 2 SW, PA US","1968-10-31","47","25"
"USC00365817","MILLVILLE 2 SW, PA US","1968-11-01","52","26"
"USC00365817","MILLVILLE 2 SW, PA US","1968-11-02","62","27"
"USC00365817","MILLVILLE 2 SW, PA US","1968-11-03","68","40"
"USC00365817","MILLVILLE 2 SW, PA US","1968-11-04","50","35"
"USC00365817","MILLVILLE 2 SW, PA US","1968-11-05","49","36"
"USC00365817","MILLVILLE 2 SW, PA US","1968-11-06","51","40"
"USC00365817","MILLVILLE 2 SW, PA US","1968-11-07","47","42"
"USC00365817","MILLVILLE 2 SW, PA US","1968-11-08","47","41"
"USC00365817","MILLVILLE 2 SW, PA US","1968-11-09","46","37"
"USC00365817","MILLVILLE 2 SW, PA US","1968-11-10","44","33"
"USC00365817","MILLVILLE 2 SW, PA US","1968-11-11","40","33"
"USC00365817","MILLVILLE 2 SW, PA US","1968-11-12","41","31"
"USC00365817","MILLVILLE 2 SW, PA US","1968-11-13","32","30"
"USC00365817","MILLVILLE 2 SW, PA US","1968-11-14","37","24"
"USC00365817","MILLVILLE 2 SW, PA US","1968-11-15","40","23"
"USC00365817","MILLVILLE 2 SW, PA US","1968-11-16","45","33"
"USC00365817","MILLVILLE 2 SW, PA US","1968-11-17","44","35"
"USC00365817","MILLVILLE 2 SW, PA US","1968-11-18","46","36"
"USC00365817","MILLVILLE 2 SW, PA US","1968-11-19","54","32"
"USC00365817","MILLVILLE 2 SW, PA US","1968-11-20","40","29"
"USC00365817","MILLVILLE 2 SW, PA US","1968-11-21","39","25"
"USC00365817","MILLVILLE 2 SW, PA US","1968-11-22","42","25"
"USC00365817","MILLVILLE 2 SW, PA US","1968-11-23","48","26"
"USC00365817","MILLVILLE 2 SW, PA US","1968-11-24","54","25"
"USC00365817","MILLVILLE 2 SW, PA US","1968-11-25","55","32"
"USC00365817","MILLVILLE 2 SW, PA US","1968-11-26","46","27"
"USC00365817","MILLVILLE 2 SW, PA US","1968-11-27","44","29"
"USC00365817","MILLVILLE 2 SW, PA US","1968-11-28","49","34"
"USC00365817","MILLVILLE 2 SW, PA US","1968-11-29","63","39"
"USC00365817","MILLVILLE 2 SW, PA US","1968-11-30","51","36"
"USC00365817","MILLVILLE 2 SW, PA US","1968-12-01","38","30"
"USC00365817","MILLVILLE 2 SW, PA US","1968-12-02","40","32"
"USC00365817","MILLVILLE 2 SW, PA US","1968-12-03","44","35"
"USC00365817","MILLVILLE 2 SW, PA US","1968-12-04","47","36"
"USC00365817","MILLVILLE 2 SW, PA US","1968-12-05","47","33"
"USC00365817","MILLVILLE 2 SW, PA US","1968-12-06","38","23"
"USC00365817","MILLVILLE 2 SW, PA US","1968-12-07","34","19"
"USC00365817","MILLVILLE 2 SW, PA US","1968-12-08","31","18"
"USC00365817","MILLVILLE 2 SW, PA US","1968-12-09","29","13"
"USC00365817","MILLVILLE 2 SW, PA US","1968-12-10","23","4"
"USC00365817","MILLVILLE 2 SW, PA US","1968-12-11","20","0"
"USC00365817","MILLVILLE 2 SW, PA US","1968-12-12","29","-2"
"USC00365817","MILLVILLE 2 SW, PA US","1968-12-13","41","10"
"USC00365817","MILLVILLE 2 SW, PA US","1968-12-14","48","21"
"USC00365817","MILLVILLE 2 SW, PA US","1968-12-15","41","19"
"USC00365817","MILLVILLE 2 SW, PA US","1968-12-16","20","12"
"USC00365817","MILLVILLE 2 SW, PA US","1968-12-17","30","13"
"USC00365817","MILLVILLE 2 SW, PA US","1968-12-18","39","17"
"USC00365817","MILLVILLE 2 SW, PA US","1968-12-19","37","16"
"USC00365817","MILLVILLE 2 SW, PA US","1968-12-20","37","29"
"USC00365817","MILLVILLE 2 SW, PA US","1968-12-21","34","30"
"USC00365817","MILLVILLE 2 SW, PA US","1968-12-22","35","29"
"USC00365817","MILLVILLE 2 SW, PA US","1968-12-23","35","29"
"USC00365817","MILLVILLE 2 SW, PA US","1968-12-24","36","21"
"USC00365817","MILLVILLE 2 SW, PA US","1968-12-25","26","10"
"USC00365817","MILLVILLE 2 SW, PA US","1968-12-26","18","6"
"USC00365817","MILLVILLE 2 SW, PA US","1968-12-27","22","9"
"USC00365817","MILLVILLE 2 SW, PA US","1968-12-28","33","17"
"USC00365817","MILLVILLE 2 SW, PA US","1968-12-29","47","29"
"USC00365817","MILLVILLE 2 SW, PA US","1968-12-30","31","21"
"USC00365817","MILLVILLE 2 SW, PA US","1968-12-31","35","18"
"USC00365817","MILLVILLE 2 SW, PA US","1969-01-01","36","4"
"USC00365817","MILLVILLE 2 SW, PA US","1969-01-02","13","3"
"USC00365817","MILLVILLE 2 SW, PA US","1969-01-03","25","11"
"USC00365817","MILLVILLE 2 SW, PA US","1969-01-04","30","1"
"USC00365817","MILLVILLE 2 SW, PA US","1969-01-05","22","3"
"USC00365817","MILLVILLE 2 SW, PA US","1969-01-06","21","3"
"USC00365817","MILLVILLE 2 SW, PA US","1969-01-07","29","18"
"USC00365817","MILLVILLE 2 SW, PA US","1969-01-08","25","18"
"USC00365817","MILLVILLE 2 SW, PA US","1969-01-09","27","16"
"USC00365817","MILLVILLE 2 SW, PA US","1969-01-10","36","13"
"USC00365817","MILLVILLE 2 SW, PA US","1969-01-11","21","12"
"USC00365817","MILLVILLE 2 SW, PA US","1969-01-12","26","9"
"USC00365817","MILLVILLE 2 SW, PA US","1969-01-13","31","10"
"USC00365817","MILLVILLE 2 SW, PA US","1969-01-14","32","22"
"USC00365817","MILLVILLE 2 SW, PA US","1969-01-15","38","22"
"USC00365817","MILLVILLE 2 SW, PA US","1969-01-16","37","8"
"USC00365817","MILLVILLE 2 SW, PA US","1969-01-17","34","7"
"USC00365817","MILLVILLE 2 SW, PA US","1969-01-18","37","28"
"USC00365817","MILLVILLE 2 SW, PA US","1969-01-19","37","33"
"USC00365817","MILLVILLE 2 SW, PA US","1969-01-20","39","19"
"USC00365817","MILLVILLE 2 SW, PA US","1969-01-21","42","19"
"USC00365817","MILLVILLE 2 SW, PA US","1969-01-22","41","25"
"USC00365817","MILLVILLE 2 SW, PA US","1969-01-23","49","31"
"USC00365817","MILLVILLE 2 SW, PA US","1969-01-24","44","36"
"USC00365817","MILLVILLE 2 SW, PA US","1969-01-25","44","24"
"USC00365817","MILLVILLE 2 SW, PA US","1969-01-26","31","12"
"USC00365817","MILLVILLE 2 SW, PA US","1969-01-27","22","10"
"USC00365817","MILLVILLE 2 SW, PA US","1969-01-28","26","2"
"USC00365817","MILLVILLE 2 SW, PA US","1969-01-29","33","4"
"USC00365817","MILLVILLE 2 SW, PA US","1969-01-30","33","23"
"USC00365817","MILLVILLE 2 SW, PA US","1969-01-31","39","32"
"USC00365817","MILLVILLE 2 SW, PA US","1969-02-01","47","25"
"USC00365817","MILLVILLE 2 SW, PA US","1969-02-02","36","25"
"USC00365817","MILLVILLE 2 SW, PA US","1969-02-03","36","24"
"USC00365817","MILLVILLE 2 SW, PA US","1969-02-04","36","16"
"USC00365817","MILLVILLE 2 SW, PA US","1969-02-05","26","16"
"USC00365817","MILLVILLE 2 SW, PA US","1969-02-06","27","6"
"USC00365817","MILLVILLE 2 SW, PA US","1969-02-07","33","5"
"USC00365817","MILLVILLE 2 SW, PA US","1969-02-08","39","12"
"USC00365817","MILLVILLE 2 SW, PA US","1969-02-09","34","13"
"USC00365817","MILLVILLE 2 SW, PA US","1969-02-10","32","14"
"USC00365817","MILLVILLE 2 SW, PA US","1969-02-11","31","11"
"USC00365817","MILLVILLE 2 SW, PA US","1969-02-12","36","10"
"USC00365817","MILLVILLE 2 SW, PA US","1969-02-13","37","20"
"USC00365817","MILLVILLE 2 SW, PA US","1969-02-14","27","9"
"USC00365817","MILLVILLE 2 SW, PA US","1969-02-15","28","9"
"USC00365817","MILLVILLE 2 SW, PA US","1969-02-16","33","10"
"USC00365817","MILLVILLE 2 SW, PA US","1969-02-17","37","10"
"USC00365817","MILLVILLE 2 SW, PA US","1969-02-18","37","17"
"USC00365817","MILLVILLE 2 SW, PA US","1969-02-19","42","19"
"USC00365817","MILLVILLE 2 SW, PA US","1969-02-20","37","28"
"USC00365817","MILLVILLE 2 SW, PA US","1969-02-21","39","22"
"USC00365817","MILLVILLE 2 SW, PA US","1969-02-22","46","22"
"USC00365817","MILLVILLE 2 SW, PA US","1969-02-23","41","23"
"USC00365817","MILLVILLE 2 SW, PA US","1969-02-24","34","30"
"USC00365817","MILLVILLE 2 SW, PA US","1969-02-25","39","28"
"USC00365817","MILLVILLE 2 SW, PA US","1969-02-26","37","27"
"USC00365817","MILLVILLE 2 SW, PA US","1969-02-27","34","24"
"USC00365817","MILLVILLE 2 SW, PA US","1969-02-28","36","24"
"USC00365817","MILLVILLE 2 SW, PA US","1969-03-01","41","25"
"USC00365817","MILLVILLE 2 SW, PA US","1969-03-02","34","28"
"USC00365817","MILLVILLE 2 SW, PA US","1969-03-03","36","28"
"USC00365817","MILLVILLE 2 SW, PA US","1969-03-04","44","23"
"USC00365817","MILLVILLE 2 SW, PA US","1969-03-05","41","15"
"USC00365817","MILLVILLE 2 SW, PA US","1969-03-06","36","16"
"USC00365817","MILLVILLE 2 SW, PA US","1969-03-07","39","19"
"USC00365817","MILLVILLE 2 SW, PA US","1969-03-08","35","18"
"USC00365817","MILLVILLE 2 SW, PA US","1969-03-09","42","19"
"USC00365817","MILLVILLE 2 SW, PA US","1969-03-10","38","21"
"USC00365817","MILLVILLE 2 SW, PA US","1969-03-11","40","15"
"USC00365817","MILLVILLE 2 SW, PA US","1969-03-12","28","12"
"USC00365817","MILLVILLE 2 SW, PA US","1969-03-13","38","19"
"USC00365817","MILLVILLE 2 SW, PA US","1969-03-14","36","26"
"USC00365817","MILLVILLE 2 SW, PA US","1969-03-15","46","24"
"USC00365817","MILLVILLE 2 SW, PA US","1969-03-16","44","20"
"USC00365817","MILLVILLE 2 SW, PA US","1969-03-17","47","20"
"USC00365817","MILLVILLE 2 SW, PA US","1969-03-18","58","23"
"USC00365817","MILLVILLE 2 SW, PA US","1969-03-19","67","29"
"USC00365817","MILLVILLE 2 SW, PA US","1969-03-20","66","30"
"USC00365817","MILLVILLE 2 SW, PA US","1969-03-21","64","32"
"USC00365817","MILLVILLE 2 SW, PA US","1969-03-22","48","35"
"USC00365817","MILLVILLE 2 SW, PA US","1969-03-23","49","19"
"USC00365817","MILLVILLE 2 SW, PA US","1969-03-24","57","26"
"USC00365817","MILLVILLE 2 SW, PA US","1969-03-25","45","38"
"USC00365817","MILLVILLE 2 SW, PA US","1969-03-26","51","35"
"USC00365817","MILLVILLE 2 SW, PA US","1969-03-27","42","27"
"USC00365817","MILLVILLE 2 SW, PA US","1969-03-28","43","21"
"USC00365817","MILLVILLE 2 SW, PA US","1969-03-29","51","25"
"USC00365817","MILLVILLE 2 SW, PA US","1969-03-30","51","22"
"USC00365817","MILLVILLE 2 SW, PA US","1969-03-31","36","17"
"USC00365817","MILLVILLE 2 SW, PA US","1969-04-01","36","16"
"USC00365817","MILLVILLE 2 SW, PA US","1969-04-02","50","22"
"USC00365817","MILLVILLE 2 SW, PA US","1969-04-03","54","31"
"USC00365817","MILLVILLE 2 SW, PA US","1969-04-04","55","27"
"USC00365817","MILLVILLE 2 SW, PA US","1969-04-05","62","32"
"USC00365817","MILLVILLE 2 SW, PA US","1969-04-06","58","39"
"USC00365817","MILLVILLE 2 SW, PA US","1969-04-07","55","26"
"USC00365817","MILLVILLE 2 SW, PA US","1969-04-08","67","32"
"USC00365817","MILLVILLE 2 SW, PA US","1969-04-09","72","39"
"USC00365817","MILLVILLE 2 SW, PA US","1969-04-10","73","45"
"USC00365817","MILLVILLE 2 SW, PA US","1969-04-11","62","39"
"USC00365817","MILLVILLE 2 SW, PA US","1969-04-12","57","26"
"USC00365817","MILLVILLE 2 SW, PA US","1969-04-13","59","28"
"USC00365817","MILLVILLE 2 SW, PA US","1969-04-14","65","32"
"USC00365817","MILLVILLE 2 SW, PA US","1969-04-15","65","37"
"USC00365817","MILLVILLE 2 SW, PA US","1969-04-16","57","41"
"USC00365817","MILLVILLE 2 SW, PA US","1969-04-17","63","54"
"USC00365817","MILLVILLE 2 SW, PA US","1969-04-18","76","51"
"USC00365817","MILLVILLE 2 SW, PA US","1969-04-19","68","41"
"USC00365817","MILLVILLE 2 SW, PA US","1969-04-20","43","32"
"USC00365817","MILLVILLE 2 SW, PA US","1969-04-21","59","28"
"USC00365817","MILLVILLE 2 SW, PA US","1969-04-22","66","37"
"USC00365817","MILLVILLE 2 SW, PA US","1969-04-23","54","41"
"USC00365817","MILLVILLE 2 SW, PA US","1969-04-24","45","37"
"USC00365817","MILLVILLE 2 SW, PA US","1969-04-25","49","32"
"USC00365817","MILLVILLE 2 SW, PA US","1969-04-26","68","37"
"USC00365817","MILLVILLE 2 SW, PA US","1969-04-27","75","42"
"USC00365817","MILLVILLE 2 SW, PA US","1969-04-28","82","45"
"USC00365817","MILLVILLE 2 SW, PA US","1969-04-29","80","47"
"USC00365817","MILLVILLE 2 SW, PA US","1969-04-30","62","36"
"USC00365817","MILLVILLE 2 SW, PA US","1969-05-01","59","31"
"USC00365817","MILLVILLE 2 SW, PA US","1969-05-02","65","33"
"USC00365817","MILLVILLE 2 SW, PA US","1969-05-03","71","37"
"USC00365817","MILLVILLE 2 SW, PA US","1969-05-04","82","47"
"USC00365817","MILLVILLE 2 SW, PA US","1969-05-05","77","42"
"USC00365817","MILLVILLE 2 SW, PA US","1969-05-06","71","34"
"USC00365817","MILLVILLE 2 SW, PA US","1969-05-07","74","39"
"USC00365817","MILLVILLE 2 SW, PA US","1969-05-08","74","50"
"USC00365817","MILLVILLE 2 SW, PA US","1969-05-09","72","52"
"USC00365817","MILLVILLE 2 SW, PA US","1969-05-10","66","40"
"USC00365817","MILLVILLE 2 SW, PA US","1969-05-11","59","42"
"USC00365817","MILLVILLE 2 SW, PA US","1969-05-12","55","35"
"USC00365817","MILLVILLE 2 SW, PA US","1969-05-13","57","37"
"USC00365817","MILLVILLE 2 SW, PA US","1969-05-14","63","38"
"USC00365817","MILLVILLE 2 SW, PA US","1969-05-15","67","35"
"USC00365817","MILLVILLE 2 SW, PA US","1969-05-16","70","39"
"USC00365817","MILLVILLE 2 SW, PA US","1969-05-17","76","46"
"USC00365817","MILLVILLE 2 SW, PA US","1969-05-18","78","54"
"USC00365817","MILLVILLE 2 SW, PA US","1969-05-19","77","57"
"USC00365817","MILLVILLE 2 SW, PA US","1969-05-20","70","62"
"USC00365817","MILLVILLE 2 SW, PA US","1969-05-21","76","50"
"USC00365817","MILLVILLE 2 SW, PA US","1969-05-22","68","42"
"USC00365817","MILLVILLE 2 SW, PA US","1969-05-23","74","48"
"USC00365817","MILLVILLE 2 SW, PA US","1969-05-24","68","56"
"USC00365817","MILLVILLE 2 SW, PA US","1969-05-25","74","46"
"USC00365817","MILLVILLE 2 SW, PA US","1969-05-26","74","42"
"USC00365817","MILLVILLE 2 SW, PA US","1969-05-27","64","30"
"USC00365817","MILLVILLE 2 SW, PA US","1969-05-28","68","37"
"USC00365817","MILLVILLE 2 SW, PA US","1969-05-29","82","46"
"USC00365817","MILLVILLE 2 SW, PA US","1969-05-30","90","65"
"USC00365817","MILLVILLE 2 SW, PA US","1969-05-31","84","51"
"USC00365817","MILLVILLE 2 SW, PA US","1969-06-01","81","49"
"USC00365817","MILLVILLE 2 SW, PA US","1969-06-02","86","54"
"USC00365817","MILLVILLE 2 SW, PA US","1969-06-03","88","53"
"USC00365817","MILLVILLE 2 SW, PA US","1969-06-04","66","42"
"USC00365817","MILLVILLE 2 SW, PA US","1969-06-05","67","46"
"USC00365817","MILLVILLE 2 SW, PA US","1969-06-06","76","49"
"USC00365817","MILLVILLE 2 SW, PA US","1969-06-07","78","52"
"USC00365817","MILLVILLE 2 SW, PA US","1969-06-08","77","52"
"USC00365817","MILLVILLE 2 SW, PA US","1969-06-09","74","50"
"USC00365817","MILLVILLE 2 SW, PA US","1969-06-10","76","44"
"USC00365817","MILLVILLE 2 SW, PA US","1969-06-11","78","49"
"USC00365817","MILLVILLE 2 SW, PA US","1969-06-12","78","59"
"USC00365817","MILLVILLE 2 SW, PA US","1969-06-13","86","66"
"USC00365817","MILLVILLE 2 SW, PA US","1969-06-14","88","67"
"USC00365817","MILLVILLE 2 SW, PA US","1969-06-15","85","64"
"USC00365817","MILLVILLE 2 SW, PA US","1969-06-16","76","54"
"USC00365817","MILLVILLE 2 SW, PA US","1969-06-17","70","44"
